==============================================================================
==============================================================================
 Apr. 19 2014                  LANDSAT 5                       Time: 12:12
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101404185054_00002                          Path / Row - 224 / 63
Reference Image: L51CUB1088227120102_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 98.5%
Rank   2 --  1.5%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
2240633319   -4.51594    -50.59696    -0.09     -0.12     0.15     1 
2240633320   -4.51593    -50.56938    -0.02     -0.04     0.05     1 
2240633321   -4.51591    -50.54180    -0.05     -0.07     0.09     1 
2240633324   -4.51585    -50.45905    -0.10     -0.17     0.20     1 
2240633329   -4.51574    -50.32113     0.03      0.08     0.08     1 
2240633330   -4.51571    -50.29355     0.02     -0.13     0.13     1 
2240633334   -4.51559    -50.18322    -0.02     -0.00     0.02     1 
2240633336   -4.51553    -50.12806     0.02      0.02     0.03     1 
2240633337   -4.51550    -50.10048     0.06      0.02     0.06     1 
2240633338   -4.51546    -50.07290    -0.02     -0.06     0.06     1 
2240633339   -4.51543    -50.04531    -0.04     -0.10     0.11     1 
2240633340   -4.51539    -50.01773     0.04     -0.14     0.15     1 
2240633341   -4.51535    -49.99015     0.01     -0.16     0.16     1 
2240633342   -4.51531    -49.96257    -0.02     -0.19     0.19     1 
2240633343   -4.51527    -49.93499     0.01     -0.14     0.14     1 
2240633344   -4.51523    -49.90741    -0.03     -0.14     0.14     1 
2240633345   -4.51519    -49.87983    -0.04     -0.12     0.12     1 
2240633346   -4.51515    -49.85225     0.08     -0.27     0.28     1 
2240633351   -4.51491    -49.71436    -0.01     -0.09     0.09     1 
2240633352   -4.51487    -49.68679    -0.13     -0.13     0.19     1 
2240633353   -4.51481    -49.65921     0.23      0.09     0.24     1 
2240633354   -4.51476    -49.63163     0.03     -0.17     0.17     1 
2240633355   -4.51471    -49.60406     0.00      0.12     0.12     1 
2240633357   -4.51460    -49.54890    -0.33      0.04     0.33     1 
2240633358   -4.51455    -49.52133     0.10     -0.07     0.12     1 
2240633360   -4.51443    -49.46618    -0.24     -0.34     0.42     1 
2240633361   -4.51437    -49.43861     0.08      0.33     0.34     1 
2240633362   -4.51431    -49.41103    -0.13      0.03     0.13     1 
2240633363   -4.51425    -49.38346    -0.11      0.20     0.23     1 
2240633364   -4.51419    -49.35589     0.01     -0.06     0.06     1 
2240633365   -4.51413    -49.32831    -0.10     -0.04     0.10     1 
2240633366   -4.51406    -49.30074    -0.49      0.03     0.49     1 
2240633381   -4.54102    -50.95556    -0.05     -0.19     0.20     1 
2240633382   -4.54102    -50.92797     0.03     -0.21     0.21     1 
2240633383   -4.54102    -50.90039    -0.15     -0.24     0.28     1 
2240633385   -4.54101    -50.84522    -0.20     -0.26     0.33     1 
2240633386   -4.54100    -50.81763    -0.10     -0.16     0.19     1 
2240633387   -4.54099    -50.79004    -0.06     -0.12     0.13     1 
2240633391   -4.54095    -50.67970    -0.19     -0.46     0.50     2 
2240633392   -4.54094    -50.65212    -0.01     -0.19     0.19     1 
2240633395   -4.54089    -50.56936    -0.09     -0.09     0.13     1 
2240633396   -4.54088    -50.54178    -0.04     -0.08     0.09     1 
2240633398   -4.54084    -50.48661    -0.17     -0.29     0.34     1 
2240633399   -4.54082    -50.45903     0.00     -0.09     0.09     1 
2240633400   -4.54080    -50.43144     0.04     -0.10     0.11     1 
2240633401   -4.54078    -50.40386     0.02     -0.10     0.11     1 
2240633402   -4.54075    -50.37627     0.27      0.08     0.28     1 
2240633406   -4.54065    -50.26594     0.30      0.30     0.42     1 
2240633407   -4.54062    -50.23836    -0.08     -0.21     0.23     1 
2240633412   -4.54046    -50.10045     0.02     -0.17     0.18     1 
2240633413   -4.54043    -50.07286    -0.01     -0.33     0.33     1 
2240633414   -4.54039    -50.04528     0.03     -0.21     0.22     1 
2240633415   -4.54035    -50.01770     0.01     -0.14     0.14     1 
2240633416   -4.54032    -49.99012    -0.08     -0.13     0.15     1 
2240633417   -4.54028    -49.96254    -0.02     -0.01     0.02     1 
2240633418   -4.54024    -49.93496     0.05      0.03     0.05     1 
2240633419   -4.54019    -49.90738    -0.05     -0.11     0.12     1 
2240633420   -4.54015    -49.87980    -0.03     -0.13     0.13     1 
2240633421   -4.54011    -49.85222    -0.05     -0.17     0.18     1 
2240633427   -4.53983    -49.68674    -0.07     -0.14     0.16     1 
2240633428   -4.53978    -49.65916    -0.02     -0.13     0.13     1 
2240633429   -4.53972    -49.63159     0.01      0.56     0.56     2 
2240633430   -4.53967    -49.60401     0.09      0.05     0.10     1 
2240633431   -4.53962    -49.57643     0.22      0.27     0.35     1 
2240633432   -4.53956    -49.54886     0.02      0.23     0.23     1 
2240633435   -4.53939    -49.46613    -0.32     -0.42     0.53     2 
2240633437   -4.53927    -49.41098    -0.12      0.45     0.47     1 
2240633439   -4.53915    -49.35583     0.25      0.12     0.27     1 
2240633456   -4.56599    -50.95555    -0.11     -0.35     0.37     1 
2240633457   -4.56599    -50.92797    -0.15     -0.35     0.38     1 
2240633458   -4.56598    -50.90038    -0.20     -0.38     0.43     1 
2240633459   -4.56598    -50.87280    -0.16     -0.32     0.36     1 
2240633460   -4.56597    -50.84521    -0.16     -0.32     0.36     1 
2240633461   -4.56597    -50.81762    -0.12     -0.22     0.25     1 
2240633462   -4.56596    -50.79004    -0.07     -0.20     0.21     1 
2240633464   -4.56594    -50.73486    -0.06     -0.08     0.10     1 
2240633467   -4.56591    -50.65211    -0.02     -0.08     0.08     1 
2240633468   -4.56589    -50.62452    -0.04     -0.07     0.08     1 
2240633469   -4.56588    -50.59694    -0.02     -0.09     0.09     1 
2240633470   -4.56586    -50.56935    -0.11     -0.13     0.17     1 
2240633471   -4.56585    -50.54176    -0.05     -0.24     0.25     1 
2240633472   -4.56583    -50.51418    -0.07     -0.30     0.31     1 
2240633473   -4.56581    -50.48659     0.02     -0.20     0.20     1 
2240633474   -4.56579    -50.45901    -0.01     -0.07     0.07     1 
2240633476   -4.56574    -50.40384     0.02     -0.12     0.12     1 
2240633482   -4.56559    -50.23833     0.00     -0.06     0.06     1 
2240633483   -4.56556    -50.21075     0.15     -0.02     0.15     1 
2240633484   -4.56553    -50.18316     0.13     -0.02     0.14     1 
2240633485   -4.56550    -50.15558    -0.05     -0.03     0.06     1 
2240633486   -4.56546    -50.12800     0.02     -0.14     0.14     1 
2240633487   -4.56543    -50.10041    -0.04     -0.21     0.22     1 
2240633488   -4.56539    -50.07283     0.07     -0.24     0.25     1 
2240633489   -4.56536    -50.04525    -0.02     -0.30     0.30     1 
2240633490   -4.56532    -50.01767    -0.07     -0.29     0.30     1 
2240633491   -4.56528    -49.99008     0.00     -0.26     0.26     1 
2240633492   -4.56524    -49.96250     0.06     -0.17     0.19     1 
2240633493   -4.56520    -49.93492     0.03     -0.24     0.24     1 
2240633494   -4.56516    -49.90734    -0.01     -0.28     0.28     1 
2240633495   -4.56512    -49.87976    -0.08     -0.29     0.30     1 
2240633496   -4.56507    -49.85218    -0.06     -0.27     0.28     1 
2240633497   -4.56503    -49.82460    -0.08     -0.15     0.17     1 
2240633501   -4.56484    -49.71428     0.09     -0.21     0.23     1 
2240633502   -4.56479    -49.68670     0.22     -0.03     0.22     1 
2240633503   -4.56474    -49.65912     0.17      0.02     0.17     1 
2240633504   -4.56469    -49.63154     0.04      0.10     0.10     1 
2240633505   -4.56463    -49.60396     0.01     -0.06     0.06     1 
2240633506   -4.56458    -49.57638     0.12      0.22     0.25     1 
2240633507   -4.56452    -49.54881     0.14     -0.26     0.29     1 
2240633508   -4.56447    -49.52123     0.09     -0.26     0.27     1 
2240633512   -4.56423    -49.41092    -0.08      0.46     0.47     1 
2240633513   -4.56417    -49.38335     0.04      0.32     0.32     1 
2240633514   -4.56411    -49.35577     0.10      0.38     0.39     1 
2240633515   -4.56404    -49.32820     0.09      0.21     0.22     1 
2240633531   -4.59096    -50.95555    -0.16     -0.30     0.34     1 
2240633532   -4.59096    -50.92797    -0.15     -0.26     0.30     1 
2240633533   -4.59095    -50.90038    -0.10     -0.27     0.29     1 
2240633534   -4.59095    -50.87279    -0.11     -0.31     0.33     1 
2240633535   -4.59094    -50.84520    -0.19     -0.37     0.42     1 
2240633536   -4.59094    -50.81762    -0.22     -0.39     0.45     1 
2240633537   -4.59093    -50.79003    -0.13     -0.30     0.32     1 
2240633538   -4.59092    -50.76244    -0.17     -0.27     0.32     1 
2240633540   -4.59090    -50.70727    -0.14     -0.21     0.26     1 
2240633541   -4.59089    -50.67968    -0.16     -0.25     0.30     1 
2240633542   -4.59088    -50.65210     0.10     -0.07     0.12     1 
2240633543   -4.59086    -50.62451    -0.07     -0.09     0.11     1 
2240633544   -4.59085    -50.59692     0.02     -0.11     0.12     1 
2240633545   -4.59083    -50.56934    -0.04     -0.12     0.13     1 
2240633546   -4.59081    -50.54175    -0.04     -0.16     0.16     1 
2240633547   -4.59079    -50.51416    -0.04     -0.13     0.14     1 
2240633556   -4.59058    -50.26589     0.09     -0.10     0.14     1 
2240633557   -4.59055    -50.23830     0.05     -0.00     0.05     1 
2240633558   -4.59052    -50.21072     0.11     -0.01     0.11     1 
2240633559   -4.59049    -50.18314     0.07     -0.04     0.09     1 
2240633560   -4.59046    -50.15555     0.14      0.07     0.16     1 
2240633561   -4.59043    -50.12797     0.05     -0.07     0.08     1 
2240633562   -4.59039    -50.10038     0.01     -0.08     0.08     1 
2240633563   -4.59036    -50.07280     0.07     -0.05     0.08     1 
2240633564   -4.59032    -50.04521     0.02     -0.02     0.03     1 
2240633565   -4.59028    -50.01763     0.07     -0.02     0.07     1 
2240633566   -4.59025    -49.99005     0.07     -0.11     0.13     1 
2240633567   -4.59021    -49.96247     0.01     -0.22     0.22     1 
2240633568   -4.59017    -49.93488     0.00     -0.28     0.28     1 
2240633569   -4.59012    -49.90730     0.01     -0.25     0.25     1 
2240633570   -4.59008    -49.87972    -0.01     -0.32     0.32     1 
2240633571   -4.59004    -49.85214    -0.04     -0.40     0.40     1 
2240633572   -4.58999    -49.82455    -0.00     -0.35     0.35     1 
2240633573   -4.58995    -49.79697     0.13     -0.21     0.25     1 
2240633575   -4.58985    -49.74181    -0.40      0.13     0.42     1 
2240633578   -4.58970    -49.65907     0.01     -0.19     0.19     1 
2240633579   -4.58965    -49.63149     0.02     -0.17     0.17     1 
2240633580   -4.58960    -49.60391     0.01      0.25     0.25     1 
2240633581   -4.58954    -49.57633    -0.06      0.06     0.09     1 
2240633582   -4.58948    -49.54875     0.11     -0.05     0.12     1 
2240633583   -4.58943    -49.52118     0.12     -0.08     0.15     1 
2240633587   -4.58919    -49.41087     0.04     -0.03     0.05     1 
2240633588   -4.58913    -49.38329    -0.04     -0.02     0.04     1 
2240633589   -4.58907    -49.35572    -0.02      0.00     0.02     1 
2240633590   -4.58900    -49.32814     0.04     -0.13     0.14     1 
2240633605   -4.61593    -50.98314    -0.13     -0.30     0.33     1 
2240633606   -4.61593    -50.95555    -0.08     -0.31     0.32     1 
2240633607   -4.61593    -50.92796    -0.13     -0.22     0.25     1 
2240633608   -4.61592    -50.90038    -0.11     -0.23     0.26     1 
2240633609   -4.61592    -50.87279    -0.06     -0.28     0.29     1 
2240633610   -4.61591    -50.84520    -0.12     -0.19     0.23     1 
2240633611   -4.61591    -50.81761    -0.15     -0.24     0.28     1 
2240633612   -4.61590    -50.79002    -0.12     -0.18     0.22     1 
2240633613   -4.61589    -50.76243    -0.21     -0.25     0.33     1 
2240633614   -4.61588    -50.73485    -0.15     -0.28     0.32     1 
2240633615   -4.61587    -50.70726    -0.10     -0.19     0.21     1 
2240633616   -4.61586    -50.67967    -0.06     -0.20     0.21     1 
2240633617   -4.61584    -50.65208    -0.07     -0.17     0.18     1 
2240633618   -4.61583    -50.62450    -0.10     -0.26     0.28     1 
2240633619   -4.61581    -50.59691    -0.19     -0.23     0.30     1 
2240633620   -4.61580    -50.56932    -0.11     -0.23     0.26     1 
2240633621   -4.61578    -50.54173    -0.05     -0.20     0.21     1 
2240633622   -4.61576    -50.51414    -0.07     -0.19     0.20     1 
2240633623   -4.61574    -50.48656    -0.06     -0.15     0.16     1 
2240633624   -4.61572    -50.45897    -0.03     -0.02     0.04     1 
2240633625   -4.61570    -50.43138     0.01     -0.06     0.06     1 
2240633627   -4.61566    -50.37621     0.07     -0.02     0.08     1 
2240633628   -4.61563    -50.34862     0.06     -0.03     0.07     1 
2240633629   -4.61561    -50.32104     0.07      0.00     0.07     1 
2240633630   -4.61558    -50.29345     0.05     -0.01     0.05     1 
2240633631   -4.61555    -50.26586     0.03     -0.01     0.03     1 
2240633632   -4.61552    -50.23828     0.08     -0.06     0.09     1 
2240633633   -4.61549    -50.21069     0.06     -0.15     0.17     1 
2240633634   -4.61546    -50.18311     0.05     -0.19     0.20     1 
2240633635   -4.61543    -50.15552     0.02     -0.16     0.16     1 
2240633636   -4.61539    -50.12794     0.04     -0.13     0.14     1 
2240633637   -4.61536    -50.10035     0.04     -0.12     0.13     1 
2240633638   -4.61532    -50.07277     0.03     -0.07     0.08     1 
2240633639   -4.61529    -50.04518     0.04     -0.05     0.06     1 
2240633640   -4.61525    -50.01760     0.02     -0.06     0.06     1 
2240633641   -4.61521    -49.99001     0.04     -0.09     0.09     1 
2240633642   -4.61517    -49.96243     0.03     -0.14     0.14     1 
2240633643   -4.61513    -49.93485    -0.02     -0.22     0.22     1 
2240633644   -4.61509    -49.90726     0.02     -0.13     0.14     1 
2240633645   -4.61505    -49.87968    -0.02     -0.12     0.12     1 
2240633646   -4.61500    -49.85210     0.07     -0.10     0.13     1 
2240633647   -4.61496    -49.82451    -0.01     -0.14     0.14     1 
2240633648   -4.61491    -49.79693    -0.05     -0.27     0.27     1 
2240633650   -4.61481    -49.74177     0.34      0.03     0.34     1 
2240633653   -4.61466    -49.65902    -0.22     -0.45     0.50     2 
2240633654   -4.61461    -49.63144     0.06     -0.40     0.40     1 
2240633655   -4.61456    -49.60386    -0.01      0.04     0.04     1 
2240633656   -4.61450    -49.57628    -0.02     -0.20     0.20     1 
2240633657   -4.61445    -49.54870     0.05     -0.15     0.16     1 
2240633659   -4.61433    -49.49355    -0.09     -0.31     0.33     1 
2240633660   -4.61427    -49.46597    -0.15     -0.03     0.15     1 
2240633663   -4.61409    -49.38323    -0.21      0.20     0.29     1 
2240633664   -4.61402    -49.35566    -0.24      0.15     0.28     1 
2240633665   -4.61396    -49.32808    -0.35     -0.17     0.39     1 
2240633680   -4.64090    -50.98314    -0.05     -0.14     0.15     1 
2240633681   -4.64090    -50.95555    -0.12     -0.20     0.23     1 
2240633682   -4.64090    -50.92796    -0.04     -0.23     0.23     1 
2240633683   -4.64089    -50.90037    -0.15     -0.31     0.35     1 
2240633684   -4.64089    -50.87278    -0.14     -0.34     0.37     1 
2240633685   -4.64088    -50.84519    -0.10     -0.38     0.39     1 
2240633686   -4.64088    -50.81760    -0.10     -0.25     0.27     1 
2240633687   -4.64087    -50.79001    -0.09     -0.25     0.27     1 
2240633688   -4.64086    -50.76243    -0.07     -0.25     0.26     1 
2240633689   -4.64085    -50.73484    -0.04     -0.15     0.15     1 
2240633690   -4.64084    -50.70725    -0.04     -0.16     0.17     1 
2240633691   -4.64083    -50.67966    -0.01     -0.11     0.11     1 
2240633692   -4.64081    -50.65207    -0.02     -0.16     0.16     1 
2240633693   -4.64080    -50.62448    -0.08     -0.10     0.13     1 
2240633694   -4.64078    -50.59689    -0.21     -0.17     0.27     1 
2240633695   -4.64077    -50.56930    -0.07     -0.14     0.16     1 
2240633697   -4.64073    -50.51413    -0.08     -0.14     0.16     1 
2240633702   -4.64062    -50.37619    -0.03     -0.17     0.17     1 
2240633703   -4.64060    -50.34860     0.01     -0.10     0.10     1 
2240633704   -4.64057    -50.32101    -0.01     -0.10     0.10     1 
2240633705   -4.64055    -50.29343     0.05     -0.04     0.06     1 
2240633706   -4.64052    -50.26584     0.03     -0.05     0.06     1 
2240633707   -4.64049    -50.23825     0.04     -0.06     0.07     1 
2240633708   -4.64046    -50.21066     0.07     -0.04     0.08     1 
2240633709   -4.64043    -50.18308     0.03     -0.03     0.05     1 
2240633710   -4.64039    -50.15549     0.06     -0.01     0.06     1 
2240633711   -4.64036    -50.12791     0.07     -0.02     0.08     1 
2240633712   -4.64032    -50.10032     0.08      0.01     0.08     1 
2240633713   -4.64029    -50.07273     0.04     -0.08     0.09     1 
2240633714   -4.64025    -50.04515     0.08     -0.12     0.14     1 
2240633715   -4.64021    -50.01756     0.05     -0.18     0.19     1 
2240633716   -4.64018    -49.98998     0.01     -0.28     0.28     1 
2240633717   -4.64014    -49.96239     0.02     -0.26     0.26     1 
2240633718   -4.64009    -49.93481     0.02     -0.22     0.22     1 
2240633719   -4.64005    -49.90722     0.04     -0.17     0.17     1 
2240633720   -4.64001    -49.87964     0.04     -0.13     0.14     1 
2240633721   -4.63997    -49.85206     0.02     -0.09     0.09     1 
2240633722   -4.63992    -49.82447     0.06     -0.12     0.13     1 
2240633723   -4.63987    -49.79689     0.01     -0.20     0.20     1 
2240633725   -4.63978    -49.74172     0.05     -0.41     0.41     1 
2240633726   -4.63973    -49.71414     0.16     -0.21     0.26     1 
2240633728   -4.63962    -49.65898    -0.19     -0.38     0.42     1 
2240633729   -4.63957    -49.63140     0.29      0.10     0.31     1 
2240633730   -4.63952    -49.60381    -0.44     -0.10     0.45     1 
2240633732   -4.63941    -49.54865    -0.27     -0.37     0.46     1 
2240633734   -4.63929    -49.49349    -0.23     -0.10     0.25     1 
2240633735   -4.63923    -49.46591    -0.06     -0.01     0.06     1 
2240633736   -4.63917    -49.43834     0.02      0.34     0.34     1 
2240633738   -4.63905    -49.38318     0.06     -0.30     0.31     1 
2240633739   -4.63898    -49.35560    -0.09     -0.44     0.45     1 
2240633740   -4.63892    -49.32802    -0.13     -0.01     0.13     1 
2240633755   -4.66587    -50.98314    -0.04     -0.14     0.15     1 
2240633756   -4.66587    -50.95555    -0.13     -0.18     0.23     1 
2240633757   -4.66586    -50.92796    -0.11     -0.17     0.21     1 
2240633758   -4.66586    -50.90037    -0.10     -0.22     0.24     1 
2240633759   -4.66586    -50.87278    -0.08     -0.10     0.12     1 
2240633760   -4.66585    -50.84519    -0.06     -0.19     0.20     1 
2240633761   -4.66584    -50.81760    -0.09     -0.13     0.16     1 
2240633762   -4.66584    -50.79001    -0.07     -0.20     0.21     1 
2240633763   -4.66583    -50.76242    -0.12     -0.23     0.26     1 
2240633764   -4.66582    -50.73483     0.08     -0.17     0.19     1 
2240633765   -4.66581    -50.70724     0.05     -0.15     0.15     1 
2240633766   -4.66580    -50.67965    -0.03     -0.21     0.22     1 
2240633767   -4.66578    -50.65206    -0.01     -0.16     0.16     1 
2240633768   -4.66577    -50.62447    -0.06     -0.22     0.22     1 
2240633769   -4.66575    -50.59688    -0.04     -0.21     0.21     1 
2240633770   -4.66574    -50.56929     0.00     -0.09     0.09     1 
2240633772   -4.66570    -50.51411    -0.06     -0.11     0.13     1 
2240633773   -4.66568    -50.48652    -0.06     -0.09     0.11     1 
2240633777   -4.66559    -50.37617    -0.06     -0.06     0.09     1 
2240633778   -4.66556    -50.34858    -0.05     -0.17     0.18     1 
2240633779   -4.66554    -50.32099     0.01     -0.14     0.14     1 
2240633780   -4.66551    -50.29340    -0.02     -0.13     0.13     1 
2240633781   -4.66548    -50.26581    -0.01     -0.13     0.13     1 
2240633782   -4.66545    -50.23822    -0.03     -0.19     0.19     1 
2240633783   -4.66542    -50.21064    -0.02     -0.18     0.18     1 
2240633784   -4.66539    -50.18305     0.02     -0.07     0.07     1 
2240633785   -4.66536    -50.15546     0.07     -0.10     0.12     1 
2240633786   -4.66533    -50.12788     0.00     -0.08     0.08     1 
2240633787   -4.66529    -50.10029     0.03     -0.07     0.07     1 
2240633788   -4.66526    -50.07270     0.04     -0.06     0.08     1 
2240633789   -4.66522    -50.04512     0.06     -0.07     0.09     1 
2240633790   -4.66518    -50.01753     0.00     -0.10     0.10     1 
2240633791   -4.66514    -49.98994     0.06     -0.08     0.10     1 
2240633792   -4.66510    -49.96236     0.09     -0.04     0.10     1 
2240633793   -4.66506    -49.93477     0.03     -0.07     0.08     1 
2240633794   -4.66502    -49.90719    -0.01     -0.12     0.12     1 
2240633795   -4.66497    -49.87960     0.04     -0.16     0.16     1 
2240633796   -4.66493    -49.85202    -0.00     -0.25     0.25     1 
2240633797   -4.66488    -49.82443     0.03     -0.24     0.24     1 
2240633798   -4.66484    -49.79685     0.00     -0.32     0.32     1 
2240633800   -4.66474    -49.74168    -0.07      0.01     0.07     1 
2240633802   -4.66464    -49.68651    -0.00     -0.16     0.16     1 
2240633803   -4.66459    -49.65893    -0.14      0.12     0.19     1 
2240633808   -4.66431    -49.52102     0.13     -0.22     0.26     1 
2240633809   -4.66425    -49.49344     0.11      0.03     0.12     1 
2240633812   -4.66407    -49.41070    -0.18      0.05     0.19     1 
2240633813   -4.66401    -49.38312    -0.11     -0.16     0.20     1 
2240633814   -4.66394    -49.35554     0.06     -0.23     0.24     1 
2240633830   -4.69084    -50.98314    -0.11     -0.31     0.33     1 
2240633831   -4.69083    -50.95555    -0.10     -0.31     0.33     1 
2240633832   -4.69083    -50.92796    -0.13     -0.24     0.27     1 
2240633833   -4.69083    -50.90037    -0.09     -0.23     0.25     1 
2240633834   -4.69083    -50.87277    -0.06     -0.16     0.17     1 
2240633835   -4.69082    -50.84518    -0.08     -0.14     0.16     1 
2240633836   -4.69081    -50.81759    -0.07     -0.09     0.11     1 
2240633837   -4.69081    -50.79000    -0.09     -0.11     0.14     1 
2240633838   -4.69080    -50.76241    -0.01     -0.07     0.08     1 
2240633839   -4.69079    -50.73482    -0.02     -0.11     0.11     1 
2240633840   -4.69078    -50.70723    -0.03     -0.15     0.16     1 
2240633841   -4.69076    -50.67964    -0.09     -0.13     0.16     1 
2240633842   -4.69075    -50.65205    -0.01     -0.08     0.08     1 
2240633843   -4.69074    -50.62445    -0.03     -0.11     0.12     1 
2240633845   -4.69070    -50.56927     0.04     -0.14     0.14     1 
2240633849   -4.69063    -50.45891    -0.02     -0.17     0.17     1 
2240633850   -4.69060    -50.43132     0.06     -0.10     0.12     1 
2240633851   -4.69058    -50.40373     0.01     -0.05     0.06     1 
2240633852   -4.69056    -50.37614     0.08     -0.03     0.08     1 
2240633853   -4.69053    -50.34855     0.02     -0.03     0.03     1 
2240633854   -4.69051    -50.32097     0.03     -0.08     0.08     1 
2240633855   -4.69048    -50.29338     0.03     -0.12     0.13     1 
2240633856   -4.69045    -50.26579     0.05     -0.09     0.11     1 
2240633857   -4.69042    -50.23820    -0.00     -0.12     0.12     1 
2240633858   -4.69039    -50.21061    -0.05     -0.13     0.14     1 
2240633859   -4.69036    -50.18302     0.01     -0.06     0.07     1 
2240633860   -4.69033    -50.15543     0.01     -0.13     0.13     1 
2240633861   -4.69029    -50.12784     0.03     -0.15     0.15     1 
2240633862   -4.69026    -50.10026     0.00     -0.09     0.09     1 
2240633863   -4.69022    -50.07267     0.07     -0.13     0.15     1 
2240633864   -4.69018    -50.04508    -0.02     -0.18     0.18     1 
2240633865   -4.69015    -50.01749    -0.01     -0.14     0.15     1 
2240633866   -4.69011    -49.98991     0.02     -0.15     0.16     1 
2240633867   -4.69007    -49.96232     0.03     -0.15     0.15     1 
2240633868   -4.69002    -49.93473     0.06     -0.08     0.10     1 
2240633869   -4.68998    -49.90715     0.07     -0.11     0.13     1 
2240633870   -4.68994    -49.87956     0.01     -0.16     0.16     1 
2240633871   -4.68989    -49.85198     0.04     -0.14     0.14     1 
2240633872   -4.68985    -49.82439     0.06     -0.15     0.16     1 
2240633873   -4.68980    -49.79680    -0.08     -0.09     0.12     1 
2240633877   -4.68960    -49.68647     0.20     -0.16     0.25     1 
2240633879   -4.68949    -49.63130    -0.03     -0.34     0.34     1 
2240633881   -4.68938    -49.57613     0.16     -0.28     0.32     1 
2240633882   -4.68933    -49.54855     0.12     -0.25     0.28     1 
2240633883   -4.68927    -49.52097     0.03      0.11     0.11     1 
2240633884   -4.68921    -49.49339     0.06      0.18     0.19     1 
2240633887   -4.68903    -49.41064     0.03     -0.22     0.22     1 
2240633888   -4.68896    -49.38306    -0.19      0.21     0.29     1 
2240633889   -4.68890    -49.35548    -0.07     -0.17     0.18     1 
2240633905   -4.71580    -50.98314    -0.12     -0.23     0.25     1 
2240633906   -4.71580    -50.95555    -0.09     -0.21     0.23     1 
2240633907   -4.71580    -50.92795    -0.12     -0.27     0.29     1 
2240633908   -4.71580    -50.90036    -0.05     -0.22     0.22     1 
2240633909   -4.71579    -50.87277    -0.14     -0.28     0.32     1 
2240633910   -4.71579    -50.84518    -0.12     -0.27     0.30     1 
2240633911   -4.71578    -50.81759    -0.11     -0.32     0.34     1 
2240633912   -4.71577    -50.78999    -0.10     -0.18     0.21     1 
2240633913   -4.71577    -50.76240    -0.07     -0.13     0.14     1 
2240633914   -4.71575    -50.73481    -0.07     -0.13     0.15     1 
2240633915   -4.71574    -50.70722    -0.04     -0.09     0.09     1 
2240633916   -4.71573    -50.67963    -0.05     -0.08     0.09     1 
2240633917   -4.71572    -50.65203     0.01     -0.05     0.05     1 
2240633918   -4.71570    -50.62444    -0.01     -0.13     0.13     1 
2240633919   -4.71569    -50.59685    -0.07     -0.10     0.12     1 
2240633920   -4.71567    -50.56926    -0.04     -0.11     0.12     1 
2240633921   -4.71565    -50.54167    -0.11     -0.13     0.17     1 
2240633922   -4.71564    -50.51408     0.00     -0.07     0.07     1 
2240633924   -4.71560    -50.45889     0.02      0.00     0.02     1 
2240633926   -4.71555    -50.40371     0.02     -0.13     0.13     1 
2240633927   -4.71552    -50.37612    -0.01     -0.08     0.08     1 
2240633928   -4.71550    -50.34853    -0.01     -0.12     0.12     1 
2240633929   -4.71547    -50.32094    -0.05     -0.11     0.12     1 
2240633930   -4.71545    -50.29335    -0.02     -0.14     0.14     1 
2240633931   -4.71542    -50.26576     0.01     -0.13     0.13     1 
2240633932   -4.71539    -50.23817     0.04     -0.12     0.13     1 
2240633933   -4.71536    -50.21058     0.01     -0.08     0.08     1 
2240633934   -4.71532    -50.18299     0.08     -0.04     0.09     1 
2240633935   -4.71529    -50.15540     0.04     -0.10     0.11     1 
2240633936   -4.71526    -50.12781     0.04     -0.03     0.05     1 
2240633937   -4.71522    -50.10022     0.01     -0.04     0.04     1 
2240633938   -4.71519    -50.07263     0.08     -0.12     0.14     1 
2240633939   -4.71515    -50.04505     0.05     -0.07     0.09     1 
2240633940   -4.71511    -50.01746    -0.03     -0.18     0.18     1 
2240633941   -4.71507    -49.98987    -0.04     -0.18     0.19     1 
2240633942   -4.71503    -49.96228    -0.01     -0.23     0.23     1 
2240633943   -4.71499    -49.93469    -0.03     -0.27     0.27     1 
2240633944   -4.71495    -49.90711     0.03     -0.24     0.24     1 
2240633945   -4.71490    -49.87952     0.00     -0.23     0.23     1 
2240633946   -4.71486    -49.85193     0.02     -0.24     0.24     1 
2240633948   -4.71476    -49.79676    -0.05     -0.23     0.23     1 
2240633949   -4.71471    -49.76918    -0.04     -0.20     0.20     1 
2240633950   -4.71467    -49.74159    -0.12     -0.10     0.15     1 
2240633953   -4.71451    -49.65884     0.02     -0.07     0.07     1 
2240633955   -4.71440    -49.60367    -0.13     -0.11     0.17     1 
